model,task,condition,seed,status,end_state,tool_correctness,budget_respected,recall_at_k,mrr,ndcg,attribution,faithfulness,trajectory_judge,actual_turns,tool_call_count,kb_query_calls,predicate_type,error
llama3.1-8b-q4,rag-bash-redirection-operator,with-kb,2,done,0.0,1.0,1.0,,,,,,,2,2,1,workspace_file_contains,
llama3.1-8b-q4,rag-bash-redirection-operator,without-kb,2,done,0.0,0.0,1.0,,,,,,,1,0,0,workspace_file_contains,
llama3.1-8b-q4,rag-bash-redirection-operator,without-kb,3,done,0.0,0.0,1.0,,,,,,,1,0,0,workspace_file_contains,
llama3.1-8b-q4,rag-bash-redirection-operator,with-kb,3,done,0.0,1.0,1.0,,,,,,,2,2,1,workspace_file_contains,
llama3.1-8b-q4,rag-bash-redirection-operator,without-kb,4,done,0.0,0.0,1.0,,,,,,,1,0,0,workspace_file_contains,
llama3.1-8b-q4,rag-bash-redirection-operator,with-kb,4,done,0.0,1.0,1.0,,,,,,,2,2,1,workspace_file_contains,
qwen3-14b-q4,rag-bash-cite-section-for-arrays,with-kb,1,done,1.0,1.0,1.0,,,,,,,3,3,1,workspace_file_exists,
qwen3-14b-q4,rag-bash-cite-section-for-arrays,without-kb,1,done,0.0,0.0,1.0,,,,,,,1,0,0,workspace_file_exists,
qwen3-14b-q4,rag-bash-cite-section-for-arrays,without-kb,2,done,0.0,0.0,1.0,,,,,,,1,0,0,workspace_file_exists,
qwen3-14b-q4,rag-bash-cite-section-for-arrays,with-kb,2,done,1.0,1.0,1.0,,,,,,,3,3,1,workspace_file_exists,
qwen3-14b-q4,rag-bash-cite-section-for-arrays,without-kb,3,done,0.0,0.0,1.0,,,,,,,1,0,0,workspace_file_exists,
qwen3-14b-q4,rag-bash-cite-section-for-arrays,with-kb,3,done,1.0,1.0,1.0,,,,,,,3,3,1,workspace_file_exists,
qwen3-14b-q4,rag-bash-cite-section-for-arrays,without-kb,4,done,0.0,0.0,1.0,,,,,,,1,0,0,workspace_file_exists,
qwen3-14b-q4,rag-bash-cite-section-for-arrays,with-kb,4,done,1.0,1.0,1.0,,,,,,,3,3,1,workspace_file_exists,
qwen3-14b-q4,rag-bash-compare-test-bracket,without-kb,1,done,0.0,0.0,1.0,,,,,,,1,0,0,workspace_file_contains,
qwen3-14b-q4,rag-bash-compare-test-bracket,with-kb,1,done,1.0,1.0,1.0,,,,,,,3,2,1,workspace_file_contains,
qwen3-14b-q4,rag-bash-compare-test-bracket,without-kb,2,done,0.0,0.0,1.0,,,,,,,1,0,0,workspace_file_contains,
qwen3-14b-q4,rag-bash-compare-test-bracket,with-kb,2,done,1.0,1.0,1.0,,,,,,,3,2,1,workspace_file_contains,
qwen3-14b-q4,rag-bash-compare-test-bracket,without-kb,3,done,0.0,0.0,1.0,,,,,,,1,0,0,workspace_file_contains,
qwen3-14b-q4,rag-bash-compare-test-bracket,with-kb,3,done,1.0,1.0,1.0,,,,,,,3,2,1,workspace_file_contains,
qwen3-14b-q4,rag-bash-compare-test-bracket,without-kb,4,done,0.0,0.0,1.0,,,,,,,1,0,0,workspace_file_contains,
qwen3-14b-q4,rag-bash-compare-test-bracket,with-kb,4,done,1.0,1.0,1.0,,,,,,,3,2,1,workspace_file_contains,
qwen3-14b-q4,rag-bash-faithful-answer-shopt,without-kb,1,done,0.0,0.0,1.0,,,,,,,1,0,0,workspace_file_exists,
qwen3-14b-q4,rag-bash-faithful-answer-shopt,with-kb,1,done,1.0,1.0,1.0,,,,,1.0,,3,2,1,workspace_file_exists,
qwen3-14b-q4,rag-bash-faithful-answer-shopt,with-kb,2,done,1.0,1.0,1.0,,,,,1.0,,3,2,1,workspace_file_exists,
qwen3-14b-q4,rag-bash-faithful-answer-shopt,without-kb,2,done,0.0,0.0,1.0,,,,,,,1,0,0,workspace_file_exists,
qwen3-14b-q4,rag-bash-faithful-answer-shopt,without-kb,3,done,0.0,0.0,1.0,,,,,,,1,0,0,workspace_file_exists,
qwen3-14b-q4,rag-bash-faithful-answer-shopt,with-kb,3,done,1.0,1.0,1.0,,,,,1.0,,3,2,1,workspace_file_exists,
qwen3-14b-q4,rag-bash-faithful-answer-shopt,with-kb,4,done,1.0,1.0,1.0,,,,,1.0,,3,2,1,workspace_file_exists,
qwen3-14b-q4,rag-bash-faithful-answer-shopt,without-kb,4,done,0.0,0.0,1.0,,,,,,,1,0,0,workspace_file_exists,
qwen3-14b-q4,rag-bash-for-loop-recall,without-kb,1,done,,0.0,1.0,0.0,0.0,0.0,,,,1,0,0,retrieval_recall,
qwen3-14b-q4,rag-bash-for-loop-recall,with-kb,1,done,,1.0,1.0,0.4,0.10666666666666666,0.13120507751234178,0.5,,,2,3,3,retrieval_recall,
qwen3-14b-q4,rag-bash-for-loop-recall,without-kb,2,done,,0.0,1.0,0.0,0.0,0.0,,,,1,0,0,retrieval_recall,
qwen3-14b-q4,rag-bash-for-loop-recall,with-kb,2,done,,1.0,1.0,0.4,0.10666666666666666,0.13120507751234178,0.5,,,2,3,3,retrieval_recall,
qwen3-14b-q4,rag-bash-for-loop-recall,without-kb,3,done,,0.0,1.0,0.0,0.0,0.0,,,,1,0,0,retrieval_recall,
qwen3-14b-q4,rag-bash-for-loop-recall,with-kb,3,done,,1.0,1.0,0.2,0.08333333333333333,0.14606834984270645,0.5,,,2,1,1,retrieval_recall,
qwen3-14b-q4,rag-bash-for-loop-recall,with-kb,4,done,,1.0,1.0,0.2,0.08333333333333333,0.14606834984270645,0.5,,,2,1,1,retrieval_recall,
qwen3-14b-q4,rag-bash-for-loop-recall,without-kb,4,done,,0.0,1.0,0.0,0.0,0.0,,,,1,0,0,retrieval_recall,
qwen3-14b-q4,rag-bash-param-expansion-forms,with-kb,1,done,0.0,1.0,1.0,,,,,,0.0,2,2,2,workspace_file_contains,
qwen3-14b-q4,rag-bash-param-expansion-forms,without-kb,1,done,0.0,0.0,1.0,,,,,,1.0,1,0,0,workspace_file_contains,
qwen3-14b-q4,rag-bash-param-expansion-forms,without-kb,2,done,0.0,0.0,1.0,,,,,,1.0,1,0,0,workspace_file_contains,
qwen3-14b-q4,rag-bash-param-expansion-forms,with-kb,2,done,0.0,1.0,1.0,,,,,,1.0,2,2,2,workspace_file_contains,
qwen3-14b-q4,rag-bash-param-expansion-forms,with-kb,3,done,0.0,1.0,1.0,,,,,,1.0,2,2,2,workspace_file_contains,
qwen3-14b-q4,rag-bash-param-expansion-forms,without-kb,3,done,0.0,0.0,1.0,,,,,,1.0,1,0,0,workspace_file_contains,
qwen3-14b-q4,rag-bash-param-expansion-forms,without-kb,4,done,0.0,0.0,1.0,,,,,,1.0,1,0,0,workspace_file_contains,
qwen3-14b-q4,rag-bash-param-expansion-forms,with-kb,4,done,0.0,1.0,1.0,,,,,,1.0,2,2,2,workspace_file_contains,
qwen3-14b-q4,rag-bash-redirection-operator,without-kb,1,done,0.0,0.0,1.0,,,,,,,1,0,0,workspace_file_contains,
qwen3-14b-q4,rag-bash-redirection-operator,with-kb,1,done,1.0,1.0,1.0,,,,,,,3,2,1,workspace_file_contains,
qwen3-14b-q4,rag-bash-redirection-operator,without-kb,2,done,0.0,0.0,1.0,,,,,,,1,0,0,workspace_file_contains,
qwen3-14b-q4,rag-bash-redirection-operator,with-kb,2,done,1.0,1.0,1.0,,,,,,,3,2,1,workspace_file_contains,
qwen3-14b-q4,rag-bash-redirection-operator,with-kb,3,done,1.0,1.0,1.0,,,,,,,3,2,1,workspace_file_contains,
qwen3-14b-q4,rag-bash-redirection-operator,without-kb,3,done,0.0,0.0,1.0,,,,,,,1,0,0,workspace_file_contains,
qwen3-14b-q4,rag-bash-redirection-operator,without-kb,4,done,0.0,0.0,1.0,,,,,,,1,0,0,workspace_file_contains,
qwen3-14b-q4,rag-bash-redirection-operator,with-kb,4,done,1.0,1.0,1.0,,,,,,,3,2,1,workspace_file_contains,
