run_id,experiment,model,model_family,task,category,seed,ground_truth,transcript_chars,n_messages,length_tercile
e34d1ab8b4e6f7a36ee980db,CODER-BENCH-001,qwen2.5-coder-32b-q4_k_m,qwen,http-fetch-and-count,http,3,fail,838,3,short
e490e8c96953f82457cc6a79,HARD-BENCH-002,devstral-24b,mistral,multi-etl-log-user-join,multi,1,fail,5316,27,long
e4a2319008ae2434de471626,CODER-BENCH-001,qwen2.5-coder-32b-q4_k_m,qwen,multi-words-and-hash,multi,3,fail,2181,3,medium
e4a9b0c419df8d8bfcac9343,HARD-BENCH-001,gemma4-12b,gemma,shell-top-error-sources,shell,1,fail,990,3,short
e4b3feb6701b433251c62e4d,HARD-BENCH-002,devstral-24b,mistral,code-dijkstra-multifile,code,1,fail,3053,9,long
e4e8f9612b3b95af77fe0939,HARD-BENCH-CLOUD-001,glm-5.1-cloud,glm,multi-config-driven-transform,multi,1,pass,2429,10,medium
e4f92e510ceb37d41c7345cd,HARD-BENCH-CLOUD-001,qwen3-coder-480b-cloud,qwen,data-multi-file-weighted-score,data,1,pass,3807,13,long
e59e92eb2341c970dddba382,HARD-BENCH-001,qwen3-coder-30b,qwen,multi-event-session-http-enrich,multi,1,fail,4534,19,long
e660b750875cdbdffc35d64f,CODER-BENCH-001,qwen3-coder-30b,qwen,fs-write-csv-summary,fs,1,pass,1297,7,short
e68dc8eaa4ee607d5724500a,HARD-BENCH-002,gemma4-12b,gemma,code-lru-cache-trace,code,1,pass,2566,11,medium
e6af7778fcde61aa81d3b521,CODER-BENCH-001,gemma4-12b,gemma,fs-write-csv-summary,fs,1,pass,1085,9,short
e75782c08a1ecdb13f442480,HARD-BENCH-002,qwen3-coder-30b,qwen,shell-access-log-slow-error-endpoints,shell,1,fail,6220,15,long
e7e77e2436887b5bedfd298f,HARD-BENCH-001,gemma4-12b,gemma,code-fibonacci-bug-fix,code,1,pass,3364,21,long
e9abe35bcbd99956200a88b9,HARD-BENCH-CLOUD-001,qwen3-coder-480b-cloud,qwen,data-payment-reconciliation,data,1,pass,2716,11,medium
e9dc0575260ecb395c604838,HARD-BENCH-002,gemma4-12b,gemma,shell-fragment-reassembly,shell,1,fail,2858,22,long
eccdb81b7b857a1b8fdf584a,CODER-BENCH-001,gemma4-12b,gemma,code-read-and-explain,code,3,pass,1122,7,short
ed458fe5282b366b718f02e9,HARD-BENCH-001,qwen3-coder-30b,qwen,multi-anomaly-detection-script,multi,1,pass,2572,13,medium
ed61bee35d94be9c07f7094f,HARD-BENCH-001,qwen3-coder-30b,qwen,multi-etl-log-user-join,multi,1,fail,1211,3,short
edb1064bf5f300c260316b49,CODER-BENCH-001,gemma4-12b,gemma,multi-db-self-check,multi,1,pass,1083,9,short
edbb62ea8864c39aee086557,HARD-BENCH-001,devstral-24b,mistral,data-csv-join-revenue-by-region,data,1,fail,1450,7,short
f08a1e2ff8686365f802e97e,HARD-BENCH-001,gemma4-12b,gemma,code-topo-sort,code,1,pass,2094,9,medium
f12275a390fc318e3e1613ca,CODER-BENCH-001,qwen2.5-coder-32b-q4_k_m,qwen,code-write-and-execute,code,1,fail,857,3,short
f14fde544c98d69cf35ec55b,CODER-BENCH-001,gemma4-12b,gemma,shell-pipeline-extract,shell,1,pass,988,7,short
f1760fa720ac8a903e6fb767,HARD-BENCH-001,devstral-24b,mistral,data-log-parse-p95-latency,data,1,pass,2343,9,medium
f26a87f282c300df59c16a01,CODER-BENCH-001,qwen2.5-coder-32b-q4_k_m,qwen,code-read-and-explain,code,2,fail,979,3,short
f2ad9baac358736cb8d1ab99,HARD-BENCH-002,gemma4-12b,gemma,multi-anomaly-detection-script,multi,1,pass,2519,11,medium
f2bc0b475afa4cea0720daeb,CODER-BENCH-001,qwen2.5-coder-32b-q4_k_m,qwen,fs-read-and-copy,fs,1,fail,797,3,short
f2f3e5d23f07f4980b1c608c,HARD-BENCH-002,devstral-24b,mistral,multi-manifest-validate-compute,multi,1,fail,3044,13,long
f35afd66083ec1d4e0eb260e,HARD-BENCH-001,qwen3-coder-30b,qwen,shell-top-error-sources,shell,1,pass,2976,9,long
f4d3fdc6e0ce46de55ad0581,HARD-BENCH-002,qwen3-coder-30b,qwen,data-json-flatten-top-spender,data,1,pass,3396,9,long
f53ea02441a5a4938423681d,CODER-BENCH-001,gemma4-12b,gemma,code-read-and-explain,code,1,pass,1122,7,short
f76c253ac8bcb8c0040471aa,CODER-BENCH-001,qwen2.5-coder-32b-q4_k_m,qwen,multi-db-self-check,multi,1,fail,986,3,short
f8f990fae842c603311bef98,CODER-BENCH-001,qwen2.5-coder-32b-q4_k_m,qwen,multi-db-self-check,multi,3,fail,986,3,short
f941305eecb5439bd6c10fe6,HARD-BENCH-002,devstral-24b,mistral,code-expr-parser-fix,code,1,pass,3739,11,long
f9e6afe0edd664dd29f8ef8b,CODER-BENCH-001,gemma4-12b,gemma,shell-count-lines,shell,1,pass,922,7,short
fa615428ef0dd62364bc300b,HARD-BENCH-CLOUD-001,glm-5.1-cloud,glm,multi-http-catalog-pricing,multi,1,pass,4445,16,long
fa9312970a6cf8dee9147f8b,HARD-BENCH-001,gemma4-12b,gemma,shell-session-duration-per-user,shell,1,pass,2722,9,medium
fac595e9dd0b4a065f085735,HARD-BENCH-001,devstral-24b,mistral,shell-access-log-slow-error-endpoints,shell,1,fail,3324,5,long
fafe66abc79ebd40b26ead84,CODER-BENCH-001,qwen3-coder-30b,qwen,code-find-and-fix-bug,code,1,pass,2327,11,medium
fd50314c6645d65b4ffc45f3,CODER-BENCH-001,qwen3-coder-30b,qwen,http-fetch-and-extract,http,3,pass,1100,7,short
ff9797c84798d3dae2382ffb,CODER-BENCH-001,qwen2.5-coder-32b-q4_k_m,qwen,fs-grep-extract-and-write,fs,3,fail,893,3,short
ff99913f3dabeebfc72b604a,HARD-BENCH-001,devstral-24b,mistral,data-inventory-turnover,data,1,pass,1588,9,medium
