model,task,seed,status,end_state,tool_correctness,budget_respected,trajectory_judge,latency_ms,tokens_in,tokens_out,cost_usd,actual_turns,tool_call_count,terminated_reason,error
gpt-oss-20b-cloud,http-fetch-and-extract,2,done,0.0,1.0,1.0,,9867,1960,940,,3,2,,
gpt-oss-20b-cloud,http-fetch-and-extract,3,done,0.0,1.0,1.0,,11618,2218,1107,,3,2,,
gpt-oss-20b-cloud,http-fetch-and-extract,4,done,0.0,1.0,1.0,,9123,3338,504,,4,3,,
gpt-oss-20b-cloud,http-fetch-and-extract,5,done,0.0,1.0,1.0,,8776,2223,735,,3,2,,
gpt-oss-20b-cloud,http-fetch-and-extract,6,done,0.0,1.0,1.0,,9352,2217,706,,3,2,,
gpt-oss-20b-cloud,http-fetch-and-extract,7,done,0.0,1.0,1.0,,6080,1162,146,,2,1,,
gpt-oss-20b-cloud,http-fetch-and-extract,8,done,0.0,1.0,1.0,,8918,2216,739,,3,2,,
gpt-oss-20b-cloud,multi-db-self-check,1,done,1.0,1.0,1.0,,7995,2494,179,,4,3,,
gpt-oss-20b-cloud,multi-db-self-check,2,done,1.0,1.0,1.0,,10088,3558,614,,5,4,,
gpt-oss-20b-cloud,multi-db-self-check,3,done,1.0,0.0,1.0,,6818,1739,150,,3,2,,
gpt-oss-20b-cloud,multi-db-self-check,4,done,1.0,1.0,1.0,,7961,2528,176,,4,3,,
gpt-oss-20b-cloud,multi-db-self-check,5,done,1.0,0.0,1.0,,7173,1751,217,,3,2,,
gpt-oss-20b-cloud,multi-db-self-check,6,done,1.0,1.0,0.0,,13649,3623,1510,,5,5,,
gpt-oss-20b-cloud,multi-db-self-check,7,done,1.0,1.0,1.0,,9967,2476,691,,4,3,,
gpt-oss-20b-cloud,multi-db-self-check,8,done,1.0,1.0,1.0,,8126,2520,225,,4,3,,
gpt-oss-20b-cloud,multi-words-and-hash,1,done,1.0,1.0,1.0,,8829,2658,404,,4,3,,
gpt-oss-20b-cloud,multi-words-and-hash,2,done,1.0,1.0,1.0,,8637,2624,321,,4,3,,
gpt-oss-20b-cloud,multi-words-and-hash,3,done,1.0,1.0,1.0,,10153,2634,671,,4,3,,
gpt-oss-20b-cloud,multi-words-and-hash,4,done,1.0,1.0,1.0,,8435,2640,240,,4,3,,
gpt-oss-20b-cloud,multi-words-and-hash,5,done,1.0,1.0,1.0,,9800,2618,646,,4,3,,
gpt-oss-20b-cloud,multi-words-and-hash,6,done,1.0,1.0,1.0,,8792,2622,344,,4,3,,
gpt-oss-20b-cloud,multi-words-and-hash,7,done,1.0,1.0,1.0,,8706,2644,308,,4,3,,
gpt-oss-20b-cloud,multi-words-and-hash,8,done,1.0,1.0,1.0,,10441,2626,730,,4,3,,
gpt-oss-20b-cloud,shell-count-lines,1,done,1.0,1.0,1.0,,6853,1321,139,,3,2,,
gpt-oss-20b-cloud,shell-count-lines,2,done,1.0,1.0,1.0,,7311,1321,180,,3,2,,
gpt-oss-20b-cloud,shell-count-lines,3,done,1.0,1.0,1.0,,6918,1321,167,,3,2,,
gpt-oss-20b-cloud,shell-count-lines,4,done,1.0,1.0,1.0,,6811,1321,122,,3,2,,
gpt-oss-20b-cloud,shell-count-lines,5,done,1.0,1.0,1.0,,7257,1321,197,,3,2,,
gpt-oss-20b-cloud,shell-count-lines,6,done,1.0,1.0,1.0,,6928,1321,115,,3,2,,
gpt-oss-20b-cloud,shell-count-lines,7,done,1.0,1.0,1.0,,7220,1327,194,,3,2,,
gpt-oss-20b-cloud,shell-count-lines,8,done,1.0,1.0,1.0,,7441,1321,239,,3,2,,
gpt-oss-20b-cloud,shell-pipeline-extract,1,done,1.0,1.0,1.0,,7839,1819,386,,3,2,,
gpt-oss-20b-cloud,shell-pipeline-extract,2,done,1.0,1.0,1.0,,7413,1823,218,,3,2,,
gpt-oss-20b-cloud,shell-pipeline-extract,3,done,1.0,1.0,1.0,,7093,1823,202,,3,2,,
gpt-oss-20b-cloud,shell-pipeline-extract,4,done,1.0,1.0,1.0,,9027,1819,636,,3,2,,
gpt-oss-20b-cloud,shell-pipeline-extract,5,done,1.0,1.0,1.0,,7017,1823,220,,3,2,,
gpt-oss-20b-cloud,shell-pipeline-extract,6,done,1.0,1.0,1.0,,7311,1823,234,,3,2,,
gpt-oss-20b-cloud,shell-pipeline-extract,7,done,1.0,1.0,1.0,,7425,1821,277,,3,2,,
gpt-oss-20b-cloud,shell-pipeline-extract,8,done,1.0,1.0,1.0,,7258,1823,207,,3,2,,
llama3.1-8b-q4,code-find-and-fix-bug,1,done,1.0,0.0,1.0,,21960,780,429,,1,0,,
llama3.1-8b-q4,code-find-and-fix-bug,2,done,1.0,0.0,1.0,,15574,780,429,,1,0,,
llama3.1-8b-q4,code-find-and-fix-bug,3,done,1.0,0.0,1.0,,10817,780,429,,1,0,,
llama3.1-8b-q4,code-find-and-fix-bug,4,done,1.0,0.0,1.0,,12544,780,429,,1,0,,
llama3.1-8b-q4,code-find-and-fix-bug,5,done,1.0,0.0,1.0,,12883,780,429,,1,0,,
llama3.1-8b-q4,code-find-and-fix-bug,6,done,1.0,0.0,1.0,,10810,780,429,,1,0,,
llama3.1-8b-q4,code-find-and-fix-bug,7,done,1.0,0.0,1.0,,16019,780,429,,1,0,,
llama3.1-8b-q4,code-find-and-fix-bug,8,done,1.0,0.0,1.0,,10471,780,429,,1,0,,
llama3.1-8b-q4,code-read-and-explain,1,done,1.0,0.0,1.0,1.0,23952,933,71,,2,2,,
llama3.1-8b-q4,code-read-and-explain,2,done,1.0,0.0,1.0,0.0,15597,933,71,,2,2,,
llama3.1-8b-q4,code-read-and-explain,3,done,1.0,0.0,1.0,1.0,16204,933,71,,2,2,,
llama3.1-8b-q4,code-read-and-explain,4,done,1.0,0.0,1.0,1.0,17966,933,71,,2,2,,
llama3.1-8b-q4,code-read-and-explain,5,done,1.0,0.0,1.0,1.0,21577,933,71,,2,2,,
llama3.1-8b-q4,code-read-and-explain,6,done,1.0,0.0,1.0,1.0,15069,933,71,,2,2,,
llama3.1-8b-q4,code-read-and-explain,7,done,1.0,0.0,1.0,1.0,20065,933,71,,2,2,,
llama3.1-8b-q4,code-read-and-explain,8,done,1.0,0.0,1.0,1.0,13968,933,71,,2,2,,
llama3.1-8b-q4,code-write-and-execute,1,done,0.0,1.0,1.0,,15929,640,68,,2,2,,
llama3.1-8b-q4,code-write-and-execute,2,done,0.0,1.0,1.0,,25447,640,68,,2,2,,
llama3.1-8b-q4,code-write-and-execute,3,done,0.0,1.0,1.0,,19665,640,68,,2,2,,
llama3.1-8b-q4,code-write-and-execute,4,done,0.0,1.0,1.0,,16155,640,68,,2,2,,
llama3.1-8b-q4,code-write-and-execute,5,done,0.0,1.0,1.0,,15697,640,68,,2,2,,
llama3.1-8b-q4,code-write-and-execute,6,done,0.0,1.0,1.0,,18277,640,68,,2,2,,
llama3.1-8b-q4,code-write-and-execute,7,done,0.0,1.0,1.0,,18557,640,68,,2,2,,
llama3.1-8b-q4,code-write-and-execute,8,done,0.0,1.0,1.0,,14119,640,68,,2,2,,
llama3.1-8b-q4,fs-grep-extract-and-write,1,done,0.0,1.0,1.0,,18685,939,91,,2,3,,
llama3.1-8b-q4,fs-grep-extract-and-write,2,done,0.0,1.0,1.0,,14803,939,91,,2,3,,
llama3.1-8b-q4,fs-grep-extract-and-write,3,done,0.0,1.0,1.0,,17879,939,91,,2,3,,
llama3.1-8b-q4,fs-grep-extract-and-write,4,done,0.0,1.0,1.0,,19419,939,91,,2,3,,
llama3.1-8b-q4,fs-grep-extract-and-write,5,done,0.0,1.0,1.0,,16304,939,91,,2,3,,
llama3.1-8b-q4,fs-grep-extract-and-write,6,done,0.0,1.0,1.0,,18216,939,91,,2,3,,
llama3.1-8b-q4,fs-grep-extract-and-write,7,done,0.0,1.0,1.0,,12150,939,91,,2,3,,
llama3.1-8b-q4,fs-grep-extract-and-write,8,done,0.0,1.0,1.0,,14010,939,91,,2,3,,
llama3.1-8b-q4,fs-read-and-copy,1,done,0.0,0.0,1.0,,16655,691,66,,2,2,,
llama3.1-8b-q4,fs-read-and-copy,2,done,0.0,0.0,1.0,,15523,691,66,,2,2,,
llama3.1-8b-q4,fs-read-and-copy,3,done,0.0,0.0,1.0,,16152,691,66,,2,2,,
llama3.1-8b-q4,fs-read-and-copy,4,done,0.0,0.0,1.0,,18000,691,66,,2,2,,
llama3.1-8b-q4,fs-read-and-copy,5,done,0.0,0.0,1.0,,14543,691,66,,2,2,,
llama3.1-8b-q4,fs-read-and-copy,6,done,0.0,0.0,1.0,,21563,691,66,,2,2,,
llama3.1-8b-q4,fs-read-and-copy,7,done,0.0,0.0,1.0,,17253,691,66,,2,2,,
llama3.1-8b-q4,fs-read-and-copy,8,done,0.0,0.0,1.0,,25104,691,66,,2,2,,
llama3.1-8b-q4,fs-write-csv-summary,1,done,0.0,0.0,1.0,,17212,792,95,,2,3,,
llama3.1-8b-q4,fs-write-csv-summary,2,done,0.0,0.0,1.0,,15222,792,95,,2,3,,
llama3.1-8b-q4,fs-write-csv-summary,3,done,0.0,0.0,1.0,,18216,792,95,,2,3,,
llama3.1-8b-q4,fs-write-csv-summary,4,done,0.0,0.0,1.0,,19140,792,95,,2,3,,
llama3.1-8b-q4,fs-write-csv-summary,5,done,0.0,0.0,1.0,,14775,792,95,,2,3,,
llama3.1-8b-q4,fs-write-csv-summary,6,done,0.0,0.0,1.0,,17256,792,95,,2,3,,
llama3.1-8b-q4,fs-write-csv-summary,7,done,0.0,0.0,1.0,,21641,792,95,,2,3,,
llama3.1-8b-q4,fs-write-csv-summary,8,done,0.0,0.0,1.0,,18004,792,95,,2,3,,
llama3.1-8b-q4,http-fetch-and-count,1,done,0.0,1.0,1.0,,18228,998,320,,2,1,,
llama3.1-8b-q4,http-fetch-and-count,2,done,0.0,1.0,1.0,,15457,998,319,,2,1,,
llama3.1-8b-q4,http-fetch-and-count,3,done,0.0,1.0,1.0,,19917,1001,233,,2,1,,
llama3.1-8b-q4,http-fetch-and-count,4,done,0.0,1.0,1.0,,30221,998,327,,2,1,,
llama3.1-8b-q4,http-fetch-and-count,5,done,0.0,1.0,1.0,,16263,1001,233,,2,1,,
llama3.1-8b-q4,http-fetch-and-count,6,done,0.0,1.0,1.0,,19551,999,320,,2,1,,
llama3.1-8b-q4,http-fetch-and-count,7,done,0.0,1.0,1.0,,18344,1000,320,,2,1,,
llama3.1-8b-q4,http-fetch-and-count,8,done,0.0,1.0,1.0,,25083,998,319,,2,1,,
llama3.1-8b-q4,http-fetch-and-extract,1,done,0.0,1.0,1.0,,15063,971,67,,2,2,,
llama3.1-8b-q4,http-fetch-and-extract,2,done,0.0,1.0,1.0,,14873,972,67,,2,2,,
llama3.1-8b-q4,http-fetch-and-extract,3,done,0.0,1.0,1.0,,14420,969,67,,2,2,,
llama3.1-8b-q4,http-fetch-and-extract,4,done,0.0,1.0,1.0,,13435,760,67,,2,2,,
llama3.1-8b-q4,http-fetch-and-extract,5,done,0.0,1.0,1.0,,14301,760,67,,2,2,,
llama3.1-8b-q4,http-fetch-and-extract,6,done,0.0,1.0,1.0,,12185,760,67,,2,2,,
llama3.1-8b-q4,http-fetch-and-extract,7,done,0.0,1.0,1.0,,13979,760,67,,2,2,,
llama3.1-8b-q4,http-fetch-and-extract,8,done,0.0,1.0,1.0,,18998,760,67,,2,2,,
llama3.1-8b-q4,multi-db-self-check,1,done,1.0,1.0,1.0,,14493,993,137,,2,3,,
llama3.1-8b-q4,multi-db-self-check,2,done,1.0,1.0,1.0,,15200,993,137,,2,3,,
llama3.1-8b-q4,multi-db-self-check,3,done,1.0,1.0,1.0,,16452,993,137,,2,3,,
llama3.1-8b-q4,multi-db-self-check,4,done,1.0,1.0,1.0,,17063,993,137,,2,3,,
llama3.1-8b-q4,multi-db-self-check,5,done,1.0,1.0,1.0,,24384,993,137,,2,3,,
llama3.1-8b-q4,multi-db-self-check,6,done,1.0,1.0,1.0,,19287,993,137,,2,3,,
llama3.1-8b-q4,multi-db-self-check,7,done,1.0,1.0,1.0,,23620,993,137,,2,3,,
llama3.1-8b-q4,multi-db-self-check,8,done,1.0,1.0,1.0,,14986,993,137,,2,3,,
llama3.1-8b-q4,multi-words-and-hash,1,done,0.0,1.0,1.0,,24903,981,119,,2,3,,
llama3.1-8b-q4,multi-words-and-hash,2,done,0.0,1.0,1.0,,16352,981,119,,2,3,,
llama3.1-8b-q4,multi-words-and-hash,3,done,0.0,1.0,1.0,,24189,981,119,,2,3,,
llama3.1-8b-q4,multi-words-and-hash,4,done,0.0,1.0,1.0,,21395,981,119,,2,3,,
llama3.1-8b-q4,multi-words-and-hash,5,done,0.0,1.0,1.0,,15629,981,119,,2,3,,
llama3.1-8b-q4,multi-words-and-hash,6,done,0.0,1.0,1.0,,18194,981,119,,2,3,,
llama3.1-8b-q4,multi-words-and-hash,7,done,0.0,1.0,1.0,,21372,981,119,,2,3,,
llama3.1-8b-q4,multi-words-and-hash,8,done,0.0,1.0,1.0,,16161,981,119,,2,3,,
llama3.1-8b-q4,shell-count-lines,1,done,0.0,1.0,1.0,,27741,668,65,,2,2,,
llama3.1-8b-q4,shell-count-lines,2,done,0.0,1.0,1.0,,18543,668,65,,2,2,,
llama3.1-8b-q4,shell-count-lines,3,done,0.0,1.0,1.0,,28635,668,65,,2,2,,
llama3.1-8b-q4,shell-count-lines,4,done,0.0,1.0,1.0,,28042,668,65,,2,2,,
llama3.1-8b-q4,shell-count-lines,5,done,0.0,1.0,1.0,,22480,668,65,,2,2,,
llama3.1-8b-q4,shell-count-lines,6,done,0.0,1.0,1.0,,21592,668,65,,2,2,,
llama3.1-8b-q4,shell-count-lines,7,done,0.0,1.0,1.0,,18800,668,65,,2,2,,
llama3.1-8b-q4,shell-count-lines,8,done,0.0,1.0,1.0,,15533,668,65,,2,2,,
llama3.1-8b-q4,shell-pipeline-extract,1,done,0.0,1.0,1.0,,29258,907,97,,2,3,,
llama3.1-8b-q4,shell-pipeline-extract,2,done,0.0,1.0,1.0,,17940,907,97,,2,3,,
llama3.1-8b-q4,shell-pipeline-extract,3,done,0.0,1.0,1.0,,24346,907,97,,2,3,,
llama3.1-8b-q4,shell-pipeline-extract,4,done,0.0,1.0,1.0,,22116,907,97,,2,3,,
llama3.1-8b-q4,shell-pipeline-extract,5,done,0.0,1.0,1.0,,19224,907,97,,2,3,,
llama3.1-8b-q4,shell-pipeline-extract,6,done,0.0,1.0,1.0,,20382,907,97,,2,3,,
llama3.1-8b-q4,shell-pipeline-extract,7,done,0.0,1.0,1.0,,18504,907,97,,2,3,,
llama3.1-8b-q4,shell-pipeline-extract,8,done,0.0,1.0,1.0,,20057,907,97,,2,3,,
qwen3-14b-q4,code-find-and-fix-bug,1,done,1.0,1.0,1.0,,32840,3721,125,,4,3,,
qwen3-14b-q4,code-find-and-fix-bug,2,done,1.0,1.0,1.0,,37905,3721,125,,4,3,,
qwen3-14b-q4,code-find-and-fix-bug,3,done,1.0,1.0,1.0,,33137,3721,125,,4,3,,
qwen3-14b-q4,code-find-and-fix-bug,4,done,1.0,1.0,1.0,,41801,3721,125,,4,3,,
qwen3-14b-q4,code-find-and-fix-bug,5,done,1.0,1.0,1.0,,41591,3721,125,,4,3,,
qwen3-14b-q4,code-find-and-fix-bug,6,done,1.0,1.0,1.0,,40136,3721,125,,4,3,,
qwen3-14b-q4,code-find-and-fix-bug,7,done,1.0,1.0,1.0,,34935,3721,125,,4,3,,
qwen3-14b-q4,code-find-and-fix-bug,8,done,1.0,1.0,1.0,,39059,3721,125,,4,3,,
qwen3-14b-q4,code-read-and-explain,1,done,1.0,1.0,1.0,1.0,43098,2261,99,,3,2,,
qwen3-14b-q4,code-read-and-explain,2,done,1.0,1.0,1.0,1.0,34180,2261,99,,3,2,,
qwen3-14b-q4,code-read-and-explain,3,done,1.0,1.0,1.0,1.0,27434,2261,99,,3,2,,
qwen3-14b-q4,code-read-and-explain,4,done,1.0,1.0,1.0,1.0,25285,2261,99,,3,2,,
qwen3-14b-q4,code-read-and-explain,5,done,1.0,1.0,1.0,1.0,27143,2261,99,,3,2,,
qwen3-14b-q4,code-read-and-explain,6,done,1.0,1.0,1.0,1.0,25043,2261,99,,3,2,,
qwen3-14b-q4,code-read-and-explain,7,done,1.0,1.0,1.0,1.0,24220,2261,99,,3,2,,
qwen3-14b-q4,code-read-and-explain,8,done,1.0,1.0,1.0,1.0,30666,2261,99,,3,2,,
qwen3-14b-q4,code-write-and-execute,1,done,1.0,1.0,1.0,,18530,935,77,,2,2,,
qwen3-14b-q4,code-write-and-execute,2,done,1.0,1.0,1.0,,17646,935,77,,2,2,,
qwen3-14b-q4,code-write-and-execute,3,done,1.0,1.0,1.0,,17552,935,77,,2,2,,
qwen3-14b-q4,code-write-and-execute,4,done,1.0,1.0,1.0,,15108,935,77,,2,2,,
qwen3-14b-q4,code-write-and-execute,5,done,1.0,1.0,1.0,,19677,935,77,,2,2,,
qwen3-14b-q4,code-write-and-execute,6,done,1.0,1.0,1.0,,17179,935,77,,2,2,,
qwen3-14b-q4,code-write-and-execute,7,done,1.0,1.0,1.0,,15160,935,77,,2,2,,
qwen3-14b-q4,code-write-and-execute,8,done,1.0,1.0,1.0,,18977,935,77,,2,2,,
qwen3-14b-q4,fs-grep-extract-and-write,1,done,1.0,1.0,1.0,,26342,2144,82,,3,2,,
qwen3-14b-q4,fs-grep-extract-and-write,2,done,1.0,1.0,1.0,,23809,2144,82,,3,2,,
qwen3-14b-q4,fs-grep-extract-and-write,3,done,1.0,1.0,1.0,,25050,2144,82,,3,2,,
qwen3-14b-q4,fs-grep-extract-and-write,4,done,1.0,1.0,1.0,,37089,2144,82,,3,2,,
qwen3-14b-q4,fs-grep-extract-and-write,5,done,1.0,1.0,1.0,,22220,2144,82,,3,2,,
qwen3-14b-q4,fs-grep-extract-and-write,6,done,1.0,1.0,1.0,,27165,2144,82,,3,2,,
qwen3-14b-q4,fs-grep-extract-and-write,7,done,1.0,1.0,1.0,,28234,2144,82,,3,2,,
qwen3-14b-q4,fs-grep-extract-and-write,8,done,1.0,1.0,1.0,,21043,2144,82,,3,2,,
qwen3-14b-q4,fs-read-and-copy,1,done,1.0,1.0,1.0,,27886,1570,72,,3,2,,
qwen3-14b-q4,fs-read-and-copy,2,done,1.0,1.0,1.0,,27212,1570,72,,3,2,,
qwen3-14b-q4,fs-read-and-copy,3,done,1.0,1.0,1.0,,32128,1570,72,,3,2,,
qwen3-14b-q4,fs-read-and-copy,4,done,1.0,1.0,1.0,,21362,1570,72,,3,2,,
qwen3-14b-q4,fs-read-and-copy,5,done,1.0,1.0,1.0,,26792,1570,72,,3,2,,
qwen3-14b-q4,fs-read-and-copy,6,done,1.0,1.0,1.0,,22959,1570,72,,3,2,,
qwen3-14b-q4,fs-read-and-copy,7,done,1.0,1.0,1.0,,21720,1570,72,,3,2,,
qwen3-14b-q4,fs-read-and-copy,8,done,1.0,1.0,1.0,,23621,1570,72,,3,2,,
qwen3-14b-q4,fs-write-csv-summary,1,done,1.0,1.0,1.0,,22216,1628,69,,3,2,,
qwen3-14b-q4,fs-write-csv-summary,2,done,1.0,1.0,1.0,,24333,1628,69,,3,2,,
qwen3-14b-q4,fs-write-csv-summary,3,done,1.0,1.0,1.0,,27142,1628,69,,3,2,,
qwen3-14b-q4,fs-write-csv-summary,4,done,1.0,1.0,1.0,,22557,1628,69,,3,2,,
qwen3-14b-q4,fs-write-csv-summary,5,done,1.0,1.0,1.0,,25862,1628,69,,3,2,,
qwen3-14b-q4,fs-write-csv-summary,6,done,1.0,1.0,1.0,,25184,1628,69,,3,2,,
qwen3-14b-q4,fs-write-csv-summary,7,done,1.0,1.0,1.0,,23818,1628,69,,3,2,,
qwen3-14b-q4,fs-write-csv-summary,8,done,1.0,1.0,1.0,,30057,1628,69,,3,2,,
qwen3-14b-q4,http-fetch-and-count,1,done,0.0,1.0,1.0,,21700,1363,74,,2,2,,
qwen3-14b-q4,http-fetch-and-count,2,done,0.0,1.0,1.0,,20730,1363,74,,2,2,,
qwen3-14b-q4,http-fetch-and-count,3,done,0.0,1.0,1.0,,17794,1363,74,,2,2,,
qwen3-14b-q4,http-fetch-and-count,4,done,0.0,1.0,1.0,,19987,1363,74,,2,2,,
qwen3-14b-q4,http-fetch-and-count,5,done,0.0,1.0,1.0,,16189,1363,74,,2,2,,
qwen3-14b-q4,http-fetch-and-count,6,done,0.0,1.0,1.0,,20684,1363,74,,2,2,,
qwen3-14b-q4,http-fetch-and-count,7,done,0.0,1.0,1.0,,18616,1363,74,,2,2,,
qwen3-14b-q4,http-fetch-and-count,8,done,0.0,1.0,1.0,,17419,1363,74,,2,2,,
qwen3-14b-q4,http-fetch-and-extract,1,done,1.0,1.0,1.0,,38862,1695,76,,3,2,,
qwen3-14b-q4,http-fetch-and-extract,2,done,1.0,1.0,1.0,,35573,1695,76,,3,2,,
qwen3-14b-q4,http-fetch-and-extract,3,done,1.0,1.0,1.0,,26101,1695,76,,3,2,,
qwen3-14b-q4,http-fetch-and-extract,4,done,1.0,1.0,1.0,,29465,1695,76,,3,2,,
qwen3-14b-q4,http-fetch-and-extract,5,done,1.0,1.0,1.0,,27150,1695,76,,3,2,,
qwen3-14b-q4,http-fetch-and-extract,6,done,1.0,1.0,1.0,,23539,1695,76,,3,2,,
qwen3-14b-q4,http-fetch-and-extract,7,done,1.0,1.0,1.0,,21758,1695,76,,3,2,,
qwen3-14b-q4,http-fetch-and-extract,8,done,1.0,1.0,1.0,,25834,1695,76,,3,2,,
qwen3-14b-q4,multi-db-self-check,1,done,1.0,1.0,1.0,,92333,3818,218,,5,4,,
qwen3-14b-q4,multi-db-self-check,2,done,1.0,1.0,1.0,,93021,3818,218,,5,4,,
qwen3-14b-q4,multi-db-self-check,3,done,1.0,1.0,1.0,,92211,3818,218,,5,4,,
qwen3-14b-q4,multi-db-self-check,4,done,1.0,1.0,1.0,,98278,3818,218,,5,4,,
qwen3-14b-q4,multi-db-self-check,5,done,1.0,1.0,1.0,,92461,3818,218,,5,4,,
qwen3-14b-q4,multi-db-self-check,6,done,1.0,1.0,1.0,,101896,3818,218,,5,4,,
qwen3-14b-q4,multi-db-self-check,7,done,1.0,1.0,1.0,,99140,3818,218,,5,4,,
qwen3-14b-q4,multi-db-self-check,8,done,1.0,1.0,1.0,,93324,3818,218,,5,4,,
qwen3-14b-q4,multi-words-and-hash,1,done,1.0,1.0,1.0,,36540,3010,178,,4,3,,
qwen3-14b-q4,multi-words-and-hash,2,done,1.0,1.0,1.0,,29726,3010,178,,4,3,,
qwen3-14b-q4,multi-words-and-hash,3,done,1.0,1.0,1.0,,34796,3010,178,,4,3,,
qwen3-14b-q4,multi-words-and-hash,4,done,1.0,1.0,1.0,,32705,3010,178,,4,3,,
qwen3-14b-q4,multi-words-and-hash,5,done,1.0,1.0,1.0,,43869,3010,178,,4,3,,
qwen3-14b-q4,multi-words-and-hash,6,done,1.0,1.0,1.0,,37297,3010,178,,4,3,,
qwen3-14b-q4,multi-words-and-hash,7,done,1.0,1.0,1.0,,35372,3010,178,,4,3,,
qwen3-14b-q4,multi-words-and-hash,8,done,1.0,1.0,1.0,,33259,3010,178,,4,3,,
qwen3-14b-q4,shell-count-lines,1,done,0.0,1.0,1.0,,16943,977,72,,2,2,,
qwen3-14b-q4,shell-count-lines,2,done,0.0,1.0,1.0,,16716,977,72,,2,2,,
qwen3-14b-q4,shell-count-lines,3,done,0.0,1.0,1.0,,16085,977,72,,2,2,,
qwen3-14b-q4,shell-count-lines,4,done,0.0,1.0,1.0,,13750,977,72,,2,2,,
qwen3-14b-q4,shell-count-lines,5,done,0.0,1.0,1.0,,16847,977,72,,2,2,,
qwen3-14b-q4,shell-count-lines,6,done,0.0,1.0,1.0,,15549,977,72,,2,2,,
qwen3-14b-q4,shell-count-lines,7,done,0.0,1.0,1.0,,14832,977,72,,2,2,,
qwen3-14b-q4,shell-count-lines,8,done,0.0,1.0,1.0,,16384,977,72,,2,2,,
qwen3-14b-q4,shell-pipeline-extract,1,done,0.0,1.0,1.0,,15941,1355,80,,2,2,,
qwen3-14b-q4,shell-pipeline-extract,2,done,0.0,1.0,1.0,,16404,1355,80,,2,2,,
qwen3-14b-q4,shell-pipeline-extract,3,done,0.0,1.0,1.0,,25033,1355,80,,2,2,,
qwen3-14b-q4,shell-pipeline-extract,4,done,0.0,1.0,1.0,,15737,1355,80,,2,2,,
qwen3-14b-q4,shell-pipeline-extract,5,done,0.0,1.0,1.0,,19057,1355,80,,2,2,,
qwen3-14b-q4,shell-pipeline-extract,6,done,0.0,1.0,1.0,,17792,1355,80,,2,2,,
qwen3-14b-q4,shell-pipeline-extract,7,done,0.0,1.0,1.0,,26718,1355,80,,2,2,,
qwen3-14b-q4,shell-pipeline-extract,8,done,0.0,1.0,1.0,,14665,1355,80,,2,2,,
